province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Southern,Kazungula,Ngwezi RHC, Ngwezi Rural Health Centre,805023,Rural,GRZ,Rural Health Centre,Yes,9975,25.50647288,-17.50772007
Southern,Kazungula,Nyawa RHC, Nyawa Rural Health Centre,805022,Rural,GRZ,Urban Health Centre,Yes,15675,25.89235889,-17.18716236
Southern,Kazungula,Sekute HP, Sekute Health Post,805015,Rural,GRZ,Rural Health Centre,Yes,2850,25.62630269,-17.6563796
Southern,Kazungula,Siakasipa HP, Siakasipa Health Post,805024,Rural,GRZ,Health Post,Yes,4275,25.93329846,-17.54938386
Southern,Kazungula,Sikaunzwe RHC, Sikaunzwe Rural Health Centre,805026,Rural,GRZ,Rural Health Centre,Yes,7125,25.21588163,-17.55967774
Southern,Kazungula,Simango RHC, Simango Rural Health Centre,805021,Rural,GRZ,Rural Health Centre,Yes,5700,25.89545021,-17.43034406
Southern,Kazungula,Sinde HP, Sinde Health Post,805019,Rural,GRZ,Health Post,Yes,4275,25.84099755,-17.61919806
Southern,Kazungula,Singwamba RHC, Singwamba Rural Health Centre,805030,Rural,GRZ,Health Post,Yes,,25.99697124,-16.87607448
Southern,Kazungula,Sons Of Thunder HP, Sons of Thunder Health Post,805029,Rural,Private,Rural Health Centre,Yes,,25.9121372,-17.66491394
Southern,Livingstone,Airport UHC, Airport Urban Health Centre,806019,Urban,GRZ,Urban Health Centre,Yes,3488,25.81311587,-17.83656674
Southern,Livingstone,Army School Of Ordinance, Army School of Ordinance Clinic,806035,Peri-Urban,GRZ,Urban Health Centre,Yes,3000,25.85341575,-17.8724093
Southern,Livingstone,Boma UHC, Boma Urban Health Centre,806011,Urban,GRZ,Rural Health Centre,Yes,7881,25.85061913,-17.84413284
Southern,Livingstone,Chreso Urban Health Center,Chreso Urban Health Center,806037,Urban,NGO,Urban Health Centre,Yes,7488,25.84977181,-17.86283368
Southern,Livingstone,Dalice UHC, DALICE Urban Health Centre,806027,Urban,GRZ,Urban Health Centre,Yes,,25.83091174,-17.84858052
Southern,Livingstone,Dambwa North HP, Dambwa North Health Post,806022,Peri-Urban,GRZ,Urban Health Centre,Yes,8462,25.84092425,-17.84853891
Southern,Livingstone,Dental UHC, Dental Urban Health Centre,806032,Urban,GRZ,Health Post,Yes,,25.85772486,-17.84435996
Southern,Livingstone,Hillcrest HP, Hillcrest Health Post,806028,Urban,GRZ,Urban Health Centre,Yes,9227,25.85667394,-17.83471287
Southern,Livingstone,Kasiya HP, Kasiya Health Post,806023,Rural,GRZ,Health Post,Yes,3488,25.92197157,-17.74389863
Southern,Livingstone,Libuyu UHC, Libuyu Urban Health Centre,806012,Urban,GRZ,Urban Health Centre,Yes,20000,25.88329109,-17.85365245
Southern,Livingstone,Linda UHC, Linda Urban Health Centre,806013,Urban,GRZ,Urban Health Centre,Yes,12209,25.86812417,-17.86221909
Southern,Livingstone,Livingstone General Hospital, Livingstone General Hospital,806001,Urban,GRZ,Level 3 Hospital Tertiary,Yes,,25.85364116,-17.84261578
Southern,Livingstone,Mahatma Gandhi UHC, Mahatma Gandhi Urban Health Centre,806020,Urban,GRZ,Urban Health Centre,Yes,26161,25.84266815,-17.85819939
Southern,Livingstone,Mahululo HP, Mahululo Health Post,806033,Rural,GRZ,Health Post,Yes,1692,25.99449372,-17.74215474
Southern,Livingstone,Maramba UHC, Maramba Urban Health Centre,806010,Urban,GRZ,Urban Health Centre,Yes,32190,25.87199937,-17.84732818
Southern,Livingstone,Mosi O Tunya UHC, Mosi O Tunya Urban Health Centre,806016,Urban,GRZ,Urban Health Centre,Yes,3488,25.85985077,-17.86091868
Southern,Livingstone,Nakatindi Health Centre, Nakatindi Health Centre,806029,Rural,GRZ,Rural Health Centre,Yes,5232,25.817894,-17.8550661
Southern,Livingstone,Namatama HP, Namatama Health Post,806024,Peri-Urban,GRZ,Health Post,Yes,6976,25.88675252,-17.8242775
Southern,Livingstone,Nsongwe HP, Nsongwe Health Post,806030,Rural,GRZ,Health Post,Yes,3385,25.89202307,-17.9485398
Southern,Livingstone,Police UHC, Police Urban Health Centre,806017,Urban,GRZ,Urban Health Centre,Yes,5232,25.86060064,-17.84888249
Southern,Livingstone,Sepo UHC, Sepo Urban Health Centre,806031,Urban,GRZ,Health Post,Yes,,25.85775534,-17.84441487
Southern,Livingstone,Simonga HP, Simonga Health Post,806026,Rural,GRZ,Health Post,Yes,5232,25.71646857,-17.80562745
Southern,Livingstone,St. Joseph'S Hospice, St. Joseph's Hospice,806036,Urban,GRZ,Urban Health Centre,Yes,3488,25.88482915,-17.83352299
Southern,Livingstone,Victoria Falls UHC, Victoria Falls Urban Health Centre,806021,Peri-Urban,GRZ,Health Post,Yes,1744,25.86999093,-17.93021343
Southern,Livingstone,Zaf Clinic, ZAF Clinic,806025,Urban,Military,Urban Health Centre,Yes,1000,25.81278571,-17.82590039
Southern,Mazabuka,Chalimbana HP, Chalimbana Health Post,807060,Rural,GRZ,Health Post,Yes,,27.59286787,-15.94063796
Southern,Mazabuka,Chibote HP, Chibote Health Post,8070100,Rural,GRZ,Health Post,Yes,,27.82646529,-15.94156799
Southern,Mazabuka,Chivuna RHC, Chivuna Rural Health Centre,807014,Rural,GRZ,Rural Health Centre,Yes,13106,27.82272564,-16.18382862
Southern,Mazabuka,Chuula Clinic, Chuula Clinic,807002,Urban,Private,Urban Health Centre,Yes,,27.68873477,-15.87172513
Southern,Mazabuka,Delta HP, Delta Health Post,807008,Rural,Private,Rural Health Centre,Yes,782,28.02792717,-15.82463452
Southern,Mazabuka,Hanjalika Health Centre, Hanjalika Health Centre,807015,Rural,GRZ,Rural Health Centre,Yes,,27.75580092,-16.13407711
Southern,Mazabuka,Hanzala RHC, Hanzala Rural Health Centre,807016,Rural,GRZ,Rural Health Centre,Yes,4712,27.9457787,-16.26217683
Southern,Mazabuka,Itebe RHC, Itebe Rural Health Centre,807017,Rural,GRZ,Rural Health Centre,Yes,3330,27.52072719,-15.81754049
Southern,Mazabuka,Kalama RHC, Kalama Rural Health Centre,807019,Rural,GRZ,Rural Health Centre,Yes,4971,27.51520226,-15.95372851
Southern,Mazabuka,Kaleya Sugar Plc, Kaleya Sugar PLC Clinic,807057,Urban,Private,Urban Health Centre,Yes,1332,27.73354651,-15.83214332
Southern,Mazabuka,Kaleya Urban Clinic, Kaleya Urban Clinic,807021,Urban,GRZ,Urban Health Centre,Yes,11954,27.67820781,-15.89204044
Southern,Mazabuka,Kangila HP, Kangila Health Post,807047,Rural,GRZ,Health Post,Yes,994,27.77556037,-16.03039982
Southern,Mazabuka,Kaonga UHC, Kaonga Urban Health Centre,807022,Urban,GRZ,Urban Health Centre,Yes,11523,27.7674842,-15.86190902
Southern,Mazabuka,Kascol UHC, Kascol Urban Health Centre,807020,Urban,Private,Urban Health Centre,Yes,3159,27.6975905,-15.87703528
Southern,Mazabuka,Konkola RHC, Konkola Rural Health Centre,807023,Rural,GRZ,Rural Health Centre,Yes,7134,27.88232149,-16.22575499
Southern,Mazabuka,Lubombo RHC, Lubombo Rural Health Centre,807024,Rural,GRZ,Rural Health Centre,Yes,6972,27.87733017,-15.86306406
Southern,Mazabuka,Lungwe HP,Lungwe Health Post,8070101,Rural,GRZ,Health Post,Yes,,27.57256699,-15.84750149
Southern,Mazabuka,Magoye RHC, Magoye Rural Health Centre,807025,Rural,GRZ,Rural Health Centre,Yes,,27.60706625,-16.00275722
Southern,Mazabuka,Mainza HP, Mainza Health Post,807040,Rural,GRZ,Health Post,Yes,1913,27.74063064,-16.15641628
Southern,Mazabuka,Makuku HP, Makuku Health Post,807045,Rural,Private,Health Post,Yes,749,28.04126322,-15.97758946
Southern,Mazabuka,Manyana HP, Manyana Health Post,807010,Rural,GRZ,Health Post,Yes,1204,27.54794398,-16.02571936
Southern,Mazabuka,Mazabuka General Hospital, Mazabuka District Hospital,807099,Urban,GRZ,Level 1 Hospital District,Yes,,27.73424385,-15.85524718
Southern,Mazabuka,Mazabuka HAHC, Mazabuka Hospital Affiliated Health Centre,807001,Urban,GRZ,Level 1 Hospital District,Yes,,27.73408322,-15.85539918
Southern,Mazabuka,Mbayamusuma RHC, Mbayamusuma Rural Health Centre,807026,Rural,GRZ,Rural Health Centre,Yes,,27.80919488,-16.11266448
Southern,Mazabuka,Mgm (Ceres) HP, MGM (Ceres) Health Post,807004,Rural,GRZ,Rural Health Centre,Yes,760,27.8448576,-15.78033424
Southern,Mazabuka,Mugoto RHC, Mugoto Rural Health Centre,807098,Rural,GRZ,Rural Health Centre,Yes,5940,28.10280758,-15.93513255
Southern,Mazabuka,Mukuyu RHC, Mukuyu Rural Health Centre,807028,Rural,GRZ,Rural Health Centre,Yes,7029,27.58744726,-15.8831486
Southern,Mazabuka,Munenga RHC, Munenga Rural Health Centre,807029,Rural,GRZ,Rural Health Centre,Yes,4655,27.56787737,-15.90383806
Southern,Mazabuka,Munjile RHC, Munjile Rural Health Centre,807030,Rural,GRZ,Rural Health Centre,Yes,3740,27.66598045,-16.09693466
Southern,Mazabuka,Musangu Health Pos, Musangu Health Post,807039,Rural,GRZ,Health Post,Yes,847,28.03526438,-15.92190687
Southern,Mazabuka,Musikili HP, Musikili Health Post,807000,Rural,GRZ,Health Post,Yes,,27.63846711,-15.86122308
Southern,Mazabuka,Musuma HP, Musuma Health Post,807041,Rural,GRZ,Health Post,Yes,2287,27.73904456,-16.09041801
Southern,Mazabuka,Mweemba HP, Mweemba Health Post,807055,Rural,GRZ,Health Post,Yes,3060,27.70039215,-16.05751566
Southern,Mazabuka,Nakambala UHC, Nakambala Urban Health Centre,807033,Urban,GRZ,Urban Health Centre,Yes,186369,27.75050241,-15.85083404
Southern,Mazabuka,Namaila RHC, Namaila Rural Health Centre,807043,Rural,GRZ,Rural Health Centre,Yes,2387,28.03402318,-16.30815902
Southern,Mazabuka,Nanga Farm Health Centre Plc, Nanga Farm PLC Health Centre,807050,Rural,Private,Rural Health Centre,Yes,3000,27.9267208,-15.78096408
Southern,Mazabuka,Nanga RHC, Nanga Rural Health Centre,807036,Rural,GRZ,Rural Health Centre,Yes,6511,27.91821499,-15.77638194
Southern,Mazabuka,Nega Nega RHC, Nega Nega Rural Health Centre,807037,Rural,GRZ,Rural Health Centre,Yes,,28.02312363,-15.8351353
Southern,Mazabuka,Nkabika UHC, Nkabika Urban Health Centre,807049,Urban,Private,Urban Health Centre,Yes,3840,27.7674792,-15.83878773
Southern,Mazabuka,Research Station UHC, Research Station Urban Health Centre,807038,Urban,GRZ,Urban Health Centre,Yes,6008,27.72470926,-15.8382697
Southern,Mazabuka,Shimungalu HP, Shimungalu Health Post,807061,Rural,GRZ,Health Post,Yes,2636,27.82454089,-15.76124352
Southern,Mazabuka,Zambia Sugar,Zambia Sugar,807032,Urban,Private,Level 3 Hospital Tertiary,Yes,16000,27.7800795,-15.82924649
Southern,Monze,Banakaila RHC, Banakaila Rural Health Centre,8080230,Rural,GRZ,Rural Health Centre,Yes,3771,27.32711687,-15.9780235
Southern,Monze,Bbombo HP,Bbombo Health Post,8080370,Rural,GRZ,Health Post,Yes,11160,27.15304255,-16.39661309
Southern,Monze,Bbwantu HP,Bbwantu Health Post,8080380,Rural,GRZ,Health Post,Yes,14800,27.78902792,-16.23686561
Southern,Monze,Bweengwa RHC, Bweengwa Rural Health Centre,8080200,Rural,GRZ,Rural Health Centre,Yes,10266,27.13127593,-16.09850636
Southern,Monze,Charles Lwangwa RHC, Charles Lwangwa Rural Health Centre,8080170,Rural,GRZ,Rural Health Centre,Yes,2572,27.55455282,-16.42326799
Southern,Monze,Chibozu HP,Chibozu Health Post,8080390,Rural,GRZ,Health Post,Yes,9002,27.26006127,-16.32818403
Southern,Monze,Chikuni Opd Mission Hospital, Chikuni OPD Mission Hospital,8080310,Rural,Faith Based,Level 1 Hospital District,Yes,14299,27.54549047,-16.42944092
Southern,Monze,Chipembele HP,Chipembele Health Post,8080400,Rural,GRZ,Health Post,Yes,14299,27.6063047,-16.3643812
Southern,Monze,Chisekesi RHC, Chisekesi Rural Health Centre,8080160,Rural,GRZ,Rural Health Centre,Yes,8370,27.47761893,-16.43893872
Southern,Monze,Chisuwo HP,Chisuwo Health Post,8080470,Rural,GRZ,Health Post,Yes,14299,27.56220784,-16.47400821
Southern,Monze,Hakunkula RHC,Hakunkula Rural Health Centre,8080220,Rural,GRZ,Rural Health Centre,Yes,4359,27.26475178,-16.01934393
Southern,Monze,Hamangaba RHC,Hamangaba Rural Health Centre,8080270,Rural,GRZ,Rural Health Centre,Yes,4948,27.12485061,-16.19603788
Southern,Monze,Hamapande RHC,Hamapande Rural Health Centre,8080190,Rural,GRZ,Rural Health Centre,Yes,9002,27.33858177,-16.30163888
Southern,Monze,Kanundwa RHC,Kanundwa Rural Health Centre,8080280,Rural,GRZ,Rural Health Centre,Yes,10288,27.33908853,-16.19281395
Southern,Monze,Katimba RHC,Katimba Rural Health Centre,8080260,Rural,GRZ,Rural Health Centre,Yes,11160,29.89549264,-13.65827404
Southern,Monze,Kaumba HP,Kaumba Health Post,8080320,Rural,GRZ,Health Post,Yes,4359,29.81949862,-13.77545286
Southern,Monze,Kayola HP,Kayola Health Post,8080410,Rural,GRZ,Health Post,Yes,3500,29.39783156,-13.94805227
Southern,Monze,Keemba RHC,Keemba Rural Health Centre,8080250,Rural,GRZ,Rural Health Centre,Yes,14321,27.37172708,-16.05290093
Southern,Monze,Luyaba RHC,Luyaba Rural Health Centre (Monze),8080210,Rural,GRZ,Rural Health Centre,Yes,7019,27.35376525,-16.13441175
Southern,Monze,Mahiba HP,Mahiba Health Post,8080420,Rural,GRZ,Health Post,Yes,7019,27.28091989,-16.08153501
Southern,Monze,Malundu RHC, Malundu Rural Health Centre,8080350,Rural,GRZ,Rural Health Centre,Yes,4556,27.19440632,-16.06604685
Southern,Monze,Manungu UHC, Manungu Urban Health Centre,8080140,Urban,GRZ,Urban Health Centre,Yes,13819,27.4817865,-16.29315261
Southern,Monze,Monze Mission Hospital, Monze Mission Hospital,8080100,Urban,Faith Based,Level 2 Hospital Provincial,Yes,,27.47483237,-16.27446622
Southern,Monze,Monze UHC, Monze Urban Health Centre,8080300,Urban,GRZ,Urban Health Centre,Yes,15258,27.47496279,-16.27667321
Southern,Monze,Moomba RHC , Moomba Rural Health Centre (Monze),8080101,Rural,GRZ,Rural Health Centre,Yes,4359,27.86200647,-16.37749448
Southern,Monze,Moonzwe RHC, Moonzwe Rural Health Centre,8080240,Rural,GRZ,Rural Health Centre,Yes,3798,27.38368135,-15.97082198
Southern,Monze,Mooya HP,Mooya Health Post,8080501,Rural,Private,Health Post,Yes,,27.16141499,-16.15639017
Southern,Monze,Mujika  HP,Mujika Health Post,8080430,Rural,GRZ,Health Post,Yes,14800,27.59747311,-16.20762897
Southern,Monze,Mulongalwili HP,Mulongalwili Health Post,8080440,Rural,GRZ,Health Post,Yes,14299,27.67074066,-16.47502251
Southern,Monze,Mulumbwa HP,Mulumbwa Health Post,8080502,Rural,GRZ,Health Post,Yes,,27.45555508,-16.28943097
Southern,Monze,Munyumabisi RHC,Munyumabisi RHC,8080460,Rural,GRZ,Rural Health Centre,Yes,2400,27.55283386,-16.12006805
Southern,Monze,Nadongo HP,Nadongo Health Post,8080360,Rural,GRZ,Health Post,Yes,3226,27.86115135,-16.34042025
Southern,Monze,Nalutanda RHC,Nalutanda Health Post,8080480,Rural,GRZ,Rural Health Centre,Yes,2744,27.02898921,-16.14957299
Southern,Monze,Namilongwe HP,Namilongwe Health Post,8080490,Rural,GRZ,Health Post,Yes,2241,27.31964554,-16.41833281
Southern,Monze,Nampeyo RHC,Nampeyo Rural Health Centre,8080503,Rural,GRZ,Rural Health Centre,Yes,3500,27.65910013,-16.34172949
Southern,Monze,Njolamwanza RHC,Njolamwanza Rural Health Centre,8080110,Rural,GRZ,Rural Health Centre,Yes,14800,27.71357554,-16.2186191
Southern,Monze,Ntambo HP,Ntambo Health Post,8080500,Rural,GRZ,Health Post,Yes,14800,27.65055419,-16.198139
Southern,Monze,Nteme HP,Nteme Health Post,8080510,Rural,GRZ,Health Post,Yes,3771,27.39923766,-16.17638581
Southern,Monze,Rusangu RHC,Rusangu Rural Health Centre,8080150,Rural,GRZ,Rural Health Centre,Yes,8370,27.53396644,-16.37614851
Southern,Monze,Siatontola RHC,Siatontola Rural Health Centre,8080180,Rural,GRZ,Rural Health Centre,Yes,15258,27.25258436,-16.44040434
Southern,Monze,St Marys HP,St Marys Health Post,8080330,Urban,Private,Rural Health Centre,Yes,3270,27.42195119,-16.35038184
Southern,Monze,ZCA RHC,ZCA Rural Health Centre,8080130,Rural,GRZ,Rural Health Centre,Yes,5907,27.51821986,-16.28666702
Southern,Namwala,Baambwe RHC, Baambwe Rural Health Centre,809010,Rural,GRZ,Rural Health Centre,Yes,5348,26.51765775,-15.77663277
Southern,Namwala,Busangu HP,Busangu Health Post,809027,Rural,GRZ,Health Post,Yes,,26.74372179,-15.68163928
Southern,Namwala,Chitongo RHC, Chitongo Rural Health Centre,809011,Rural,GRZ,Rural Health Centre,Yes,10855,26.93697419,-16.03728066
Southern,Namwala,Ichila RHC, Ichila Rural Health Centre,809012,Rural,GRZ,Rural Health Centre,Yes,6806,26.67136065,-16.03144656
Southern,Namwala,Itapa HP, Itapa Health Post,809021,Rural,GRZ,Health Post,Yes,8994,26.52875556,-16.11770167
Southern,Namwala,Kabanga HP, Kabanga Health Post (Namwala),809022,Rural,GRZ,Health Post,Yes,3687,27.03130522,-16.08210771
Southern,Namwala,Kabulamwanda RHC, Kabulamwanda Rural Health Centre,809013,Rural,GRZ,Rural Health Centre,Yes,7292,26.87359745,-15.86694254
Southern,Namwala,Kantengwa RHC, Kantengwa Rural Health Centre,809014,Rural,GRZ,Rural Health Centre,Yes,5469,26.87763367,-15.7713046
Southern,Namwala,Kasenga RHC, Kasenga Rural Health Centre (Namwala),809015,Rural,GRZ,Rural Health Centre,Yes,4254,26.80701228,-15.86835338
Southern,Namwala,Kazunikalila HP,Kazunikalila Health Post,809029,Rural,GRZ,Health Post,Yes,,26.64303292,-16.13767927
Southern,Namwala,Maala RHC, Maala Rural Health Centre,809016,Rural,GRZ,Rural Health Centre,Yes,9966,26.75468054,-15.74452295
Southern,Namwala,Makalo HP,Makalo Health Post,809030,Rural,GRZ,Health Post,Yes,,26.72601937,-15.93453806
Southern,Namwala,Mandondo HP, Mandondo Health Post,809026,Rural,GRZ,Health Post,Yes,1600,26.9594485,-15.98240095
Southern,Namwala,Mantolo HP,Mantolo Health Post,809031,Rural,GRZ,Health Post,Yes,,26.39494945,-16.13926252
Southern,Namwala,Maseele RHC, Maseele Rural Health Centre,809017,Urban,GRZ,Urban Health Centre,Yes,6199,26.41885774,-15.76056613
Southern,Namwala,Moobola RHC, Moobola Rural Health Centre,809018,Rural,GRZ,Rural Health Centre,Yes,15100,26.69721781,-16.24738819
Southern,Namwala,Moomba HP, Moomba Health Post,809023,Rural,GRZ,Health Post,Yes,6808,27.03112367,-16.08197951
Southern,Namwala,Muchila RHC, Muchila Rural Health Centre,809019,Rural,GRZ,Rural Health Centre,Yes,10331,26.59739127,-16.2350339
Southern,Namwala,Nakamboma RHC, Nakamboma Rural Health Centre,809020,Rural,GRZ,Rural Health Centre,Yes,7657,26.97702074,-16.12461125
Southern,Namwala,Nalukwale HP,Nalukwale Health Post,809032,Rural,GRZ,Health Post,Yes,,26.40549087,-16.21358063
Southern,Namwala,Namakubaule HP,Namakubaule Health Post,809033,Rural,GRZ,Health Post,Yes,,26.49704866,-15.94921817
Southern,Namwala,Namwala District Hospital, Namwala District Hospital,809001,Urban,GRZ,Level 1 Hospital District,Yes,,26.44312344,-15.7520481
Southern,Namwala,Namwala HAHC, Namwala Hospital Affiliated Health Centre,809098,Urban,GRZ,Urban Health Centre,Yes,5226,26.50217864,-15.7756582
Southern,Namwala,Nchole HP, Nchole Health Post,809034,Rural,GRZ,Health Post,Yes,2300,26.67552084,-15.83931867
Southern,Namwala,Ndema HP,Ndema Health Post,809035,Rural,GRZ,Health Post,Yes,,26.75638877,-16.09762135
Southern,Namwala,Ngabo HP, Ngabo Health Post,809024,Rural,GRZ,Health Post,Yes,4638,26.57862503,-15.9297561
Southern,Namwala,Niko HP,Niko Health Post,809036,Rural,GRZ,Health Post,Yes,,26.92109426,-16.08032052
Southern,Pemba,Chilundu HP, Chilundu Health Post,8014010,Rural,GRZ,Health Post,Yes,2767,27.30253753,-16.60223108
Southern,Pemba,Chiyumbabeenzu RHC, Chiyumbabeenzu Rural Health Centre,8014011,Rural,GRZ,Health Post,Yes,2442,27.40435,-16.69072167
Southern,Pemba,Choompa HP, Choompa Health Post,8014025,Rural,GRZ,Health Post,Yes,2718,27.49093786,-16.5024749
Southern,Pemba,Demu HP, Demu Health Post,8014012,Rural,GRZ,Health Post,Yes,2767,27.38726466,-16.60052196
Southern,Pemba,Habbanyuka  HP, Habbanjuka Health Post,8014026,Rural,GRZ,Health Post,Yes,2674,27.59991459,-16.70766737
Southern,Pemba,Hajamba HP,Hajamba Health Post,8014028,Rural,GRZ,Health Post,Yes,,27.49665231,-16.79442748
Southern,Pemba,Jembo RHC, Jembo Rural Health Centre,8014013,Rural,GRZ,Rural Health Centre,Yes,11066,27.47526906,-16.64402044
Southern,Pemba,Kanchomba RHC, Kanchomba Rural Health Centre,8014014,Rural,GRZ,Rural Health Centre,Yes,8300,27.49804202,-16.56467806
Southern,Pemba,Kasikili RHC, Kasikili Rural Health Centre,8014015,Rural,GRZ,Rural Health Centre,Yes,2767,27.54445422,-16.58320122
Southern,Pemba,Kasiya RHC, Kasiya Rural Health Centre,8014016,Rural,GRZ,Rural Health Centre,Yes,3800,27.27362512,-16.52859027
Southern,Pemba,Kazimaulu RHC, Kazimaulu Rural Health Centre,8014017,Rural,GRZ,Rural Health Centre,Yes,2767,27.50491602,-16.85536468
Southern,Pemba,Moyo RHC, Moyo Rural Health Centre,8014018,Rural,GRZ,Rural Health Centre,Yes,7325,27.41775662,-16.7923778
Southern,Pemba,Muzoka RHC, Muzoka Rural Health Centre,8014019,Rural,GRZ,Rural Health Centre,Yes,5533,27.31463391,-16.67889389
Southern,Pemba,Ndondi HP, Ndondi Health Post,8014020,Rural,GRZ,Health Post,Yes,4884,27.39067063,-16.73208114
Southern,Pemba,Pemba Main RHC, Pemba Main Rural Health Centre,8014021,Peri-Urban,GRZ,Urban Health Centre,Yes,5533,27.36507948,-16.52023905
Southern,Pemba,Pemba Sub RHC, Pemba Sub Rural Health Centre,8014022,Rural,GRZ,Health Post,Yes,2767,27.39857649,-16.53859923
Southern,Pemba,Siamuleya RHC, Siamuleya Rural Health Centre,8014023,Rural,GRZ,Health Post,Yes,2442,27.32786667,-16.949855
Southern,Pemba,Sibalumbi  HP, Sibalumbi Health Post,8014027,Rural,GRZ,Health Post,Yes,3110,27.45360796,-16.55377492
Southern,Pemba,Simooya HP, Simooya Health Post,8014024,Rural,GRZ,Health Post,Yes,2767,27.18419233,-16.65039965
Southern,Siavonga,Chaanga RHC, Chaanga Rural Health Centre,811019,Rural,GRZ,Rural Health Centre,Yes,8621,28.41605362,-16.28171037
Southern,Siavonga,Chalokwa HP,Chalokwa Health Post,811123,Rural,GRZ,Health Post,Yes,,28.82866513,-16.27993026
Southern,Siavonga,Chizilika  HP,Chizilika  HP,811124,Rural,GRZ,Health Post,Yes,,28.45895506,-16.22705621
Southern,Siavonga,Dambilo  HP,Dambilo  HP,811125,Rural,GRZ,Health Post,Yes,,28.38872342,-16.38740684
Southern,Siavonga,Dambwe HP, Dambwe Health Post,811126,Rural,GRZ,Health Post,Yes,,28.24157844,-16.48324732
Southern,Siavonga,Gwasha  HP,Gwasha  HP,811127,Rural,GRZ,Health Post,Yes,,28.72941501,-16.53327899
Southern,Siavonga,Kabila HP,Kabila HP,811128,Rural,GRZ,Health Post,Yes,,28.73289376,-16.45731782
Southern,Siavonga,Kabuyu HP,Kabuyu HP,811129,Rural,GRZ,Health Post,Yes,955,28.20316971,-16.46095083
Southern,Siavonga,Kariba Boarder HP,Kariba Boarder HP,811130,Rural,GRZ,Health Post,Yes,,28.75886818,-16.51051022
Southern,Siavonga,Kariba RHC, Kariba Rural Health Centre,811013,Rural,GRZ,Rural Health Centre,Yes,4926,28.74712933,-16.50897951
Southern,Siavonga,Lake Shore HP,Lake Shore HP,811131,Rural,GRZ,Health Post,Yes,,28.35798263,-16.53369217
Southern,Siavonga,Manchanvwa RHC, Manchanvwa Rural Health Centre,811016,Rural,GRZ,Rural Health Centre,Yes,2463,28.40698918,-16.47235357
Southern,Siavonga,Matua RHC, Matua Rural Health Centre,811012,Rural,GRZ,Rural Health Centre,Yes,3140,28.69908669,-16.40688194
Southern,Siavonga,Moonga HP,Moonga HP,811132,Rural,GRZ,Health Post,Yes,,28.28434316,-16.33311843
Southern,Siavonga,Mpango HP,Mpango HP,811133,Rural,GRZ,Health Post,Yes,,28.53294245,-16.48299159
Southern,Siavonga,Muntanga HP,Muntanga HP,811134,Rural,GRZ,Health Post,Yes,1412,28.48635449,-16.3290649
Southern,Siavonga,Munyama RHC, Munyama Rural Health Centre,811014,Rural,GRZ,Rural Health Centre,Yes,2463,28.71647,-16.52488598
Southern,Siavonga,Nabutezi RHC, Nabutezi Rural Health Centre,811121,Rural,GRZ,Rural Health Centre,Yes,3695,28.54138437,-16.45836568
Southern,Siavonga,Namoomba RHC, Namoomba Rural Health Centre,811122,Rural,GRZ,Rural Health Centre,Yes,3017,28.83710344,-16.34572724
Southern,Siavonga,Siamanyika  HP,Siamanyika  HP,811135,Rural,GRZ,Health Post,Yes,,28.65347782,-16.453358
Southern,Siavonga,Siamwiinga  HP,Siamwiinga  HP,811136,Rural,GRZ,Health Post,Yes,,28.51714332,-16.25042948
Southern,Siavonga,Sianyoolo RHC, Sianyoolo Rural Health Centre,811020,Rural,GRZ,Rural Health Centre,Yes,16010,28.30510145,-16.39462856
Southern,Siavonga,Siavonga District Hospital, Siavonga District Hospital,811001,Peri-Urban,GRZ,Level 1 Hospital District,Yes,,28.70988476,-16.53817364
Southern,Siavonga,Siavonga HAHC, Siavonga Hospital Affiliated Health Centre,811099,Peri-Urban,GRZ,Urban Health Centre,Yes,17241,28.70911463,-16.53815654
Southern,Sinazongwe,Buleyamalima RHC, Buleyamalima Rural Health Centre,8120110,Rural,GRZ,Rural Health Centre,Yes,10999,27.53607105,-17.1240152
Southern,Sinazongwe,Chimonselo HP,Chimonselo HP,8120221,Rural,GRZ,Health Post,Yes,,27.26341076,-17.39516507
Southern,Sinazongwe,Chiyabi RHC, Chiyabi Rural Health Centre,8120120,Rural,GRZ,Rural Health Centre,Yes,4941,27.66162409,-16.97861352
Southern,Sinazongwe,Dengeza HP,Dengeza HP,8120222,Rural,GRZ,Health Post,Yes,,27.11364711,-17.64465179
Southern,Sinazongwe,Gvdc RHC, GVDC Rural Health Centre,8020160,Rural,GRZ,Rural Health Centre,Yes,6811,27.47699984,-17.19922337
Southern,Sinazongwe,Kafwambila RHC, Kafwambila Rural Health Centre,8020210,Rural,GRZ,Rural Health Centre,Yes,4941,27.04583902,-17.82334692
Southern,Sinazongwe,Lutuwa HP,Lutuwa HP,8120223,Rural,GRZ,Health Post,Yes,,27.60037039,-17.03736568
Southern,Sinazongwe,Maamba HAHC, Maamba Hospital Affiliated Health Centre,8120100,Rural,GRZ,Rural Health Centre,Yes,15771,27.23092142,-17.35893697
Southern,Sinazongwe,Maamba Hospital, Maamba Hospital,8120010,Rural,GRZ,Level 1 Hospital District,Yes,,27.23055705,-17.35846361
Southern,Sinazongwe,Malabali HP,Malabali HP,8120224,Rural,GRZ,Health Post,Yes,,27.33964719,-17.07230443
